,time,mean EEG1,std EEG1,mean EEG2,std EEG2,0,1,2,3,4,5,0,1,2,3,4,5
0,60,-13.955455199772135,44.94239844705141,0.42141288593750015,36.24397903491989,0.025202943485897876,0.0742496419742496,0.10232336540929532,0.1981058823208432,0.3565014552717952,0.24361671153791883,0.040148168031843796,0.09568784180233039,0.13523719595723105,0.2777777622110383,0.3122980483160176,0.13885098368153884
1,70,-13.856145762304688,45.084323242832994,0.4745227933268229,36.26555885438531,0.022169837358688424,0.06416570805413,0.1080036913693938,0.19015417727808334,0.3548386433087242,0.2606679426309802,0.03643895295370317,0.08329539186975808,0.1356943303668927,0.31850963315348496,0.2840451366334891,0.142016555022672
2,80,-13.806878359407555,44.73819892976805,0.5554191944986979,36.07809065240538,0.02252883687689481,0.06108568011663534,0.1040711667827716,0.19041313384195374,0.3733874652643564,0.2485137171173881,0.039548974920543455,0.09780689391113978,0.14757812431045084,0.3048759017618458,0.27043824296510743,0.1397518621309129
3,90,-13.900672585058592,45.13507624101555,0.47678123818359375,35.958614177442584,0.02076426869405766,0.06513434911604606,0.09698502192095658,0.19418266604802337,0.3589300077468286,0.2640036864740878,0.03977768833235901,0.09868785611211248,0.14048891619338338,0.3185092860997507,0.3048773342322491,0.09765891903014534
4,100,-13.855906330696616,44.800733299840914,0.3428320949544273,35.84461919982887,0.02200566137536589,0.07308220868181349,0.10338614081960908,0.20099319198780816,0.36239239534186357,0.23814040179353985,0.03622278632105856,0.09082327880446144,0.11866517289118782,0.3044086396229062,0.29630616475659716,0.15357395760378864
5,110,-13.796045114746095,44.27938253434792,0.4008515930338541,35.55727610117698,0.02236339166210149,0.07944386265305303,0.10370169990919856,0.17972274094642265,0.3763703924106699,0.23839791241855424,0.0376493348650585,0.09411430313361505,0.11354669968764934,0.2713789389479478,0.31548901773307236,0.16782170563265691
6,120,-13.800263750553386,43.495208874116805,0.5021858431315104,35.0406319550552,0.026154304474673828,0.07762184504731859,0.09929432206621285,0.19897322946892348,0.3447975780627433,0.253158720880128,0.03937453201339496,0.0969122241224811,0.1367159912414666,0.2682395396217788,0.28189783055398643,0.1768598824468921
7,130,-14.022907806119793,43.485230549569614,0.39453358111979187,34.5014693609316,0.023758973472713173,0.07692202354577751,0.09180645284230328,0.1699236567091078,0.35468671917929023,0.2829021742508081,0.04295608447409187,0.09966225856131226,0.1330639012799741,0.2649987867573443,0.3285116672697055,0.13080730165757204
8,140,-13.674448654134116,43.2678575597873,0.47881847805989575,34.23301424933229,0.02369704944119494,0.07411254078529364,0.10045872161780917,0.1712511455884817,0.3508052615120574,0.27967528105516315,0.04067372966658351,0.08650268575131176,0.1359746170126755,0.23161316229843087,0.3277539943538383,0.17748181091716006
9,150,-13.86498070579427,42.74642842554507,0.3814518333984374,33.7324912536179,0.027273117428955256,0.07710646540433659,0.10739250902555841,0.19775513056513322,0.33850372137062557,0.25196905620539095,0.04045186556680264,0.08378708499165062,0.11736381413502607,0.2267363971861324,0.3334296160418343,0.198231222078554
10,160,-13.837470096875002,43.93539167752682,0.5387004060872395,33.534252161188306,0.022780379038839046,0.07690711126829268,0.10585998074898008,0.15760010262732674,0.3259762748654487,0.31087615145111275,0.03976332842720247,0.09448974285588316,0.11823821188310119,0.2427873442514287,0.2823546036858514,0.222366768896533
11,170,-13.688761527701825,45.45433606000737,0.4992099319335937,34.34825115632542,0.02078622676578902,0.07212633014208604,0.11295727237194857,0.15656217823979093,0.3474106780019723,0.29015731447841314,0.033048409947085744,0.0819252746460658,0.10903408834509469,0.21255255407064075,0.3158940647793458,0.24754560821176724
12,180,-13.88184199329427,46.31765376332414,0.45573196874999994,33.95706330437059,0.019488187823200668,0.06018083826550167,0.0942481626766417,0.16621927518405258,0.3431319151054192,0.31673162094518426,0.03549279808464281,0.07750243734096635,0.11649517297781219,0.2328466824265091,0.32019307266319275,0.21746983650687676
13,190,-13.786921030664063,45.74245921276473,0.5226444041341144,34.43895550046086,0.021381891999869305,0.06750460732110337,0.10719650607763406,0.18150565190324203,0.31333872843444116,0.3090726142637101,0.034179131062011085,0.07235078986224994,0.109807025720232,0.22282198261696043,0.30256286769644763,0.25827820304209886
14,200,-14.096534268326826,46.86427167496228,0.40418706588541686,34.952757752414456,0.024304302510255307,0.06283809725585787,0.10068387274214165,0.18226092716547382,0.34703208556501924,0.28288071476125215,0.02747560159698869,0.0587374065629202,0.09014674217101785,0.19491588668305646,0.27175136710792147,0.3569729958780954
15,210,-13.793896029654949,46.739461418921145,0.61497967109375,35.52511937680572,0.018506582399352593,0.058394633121900956,0.09028236708851893,0.16571917328611258,0.31489108505726693,0.352206159046848,0.027918034963355192,0.05643094861798065,0.08335324471970154,0.18019314599134256,0.3308297987494618,0.32127482695815845
16,220,-14.007052297070311,45.30313274071609,0.5168980455403644,34.36814346420825,0.024658301152085182,0.0642084960499939,0.09824106924667292,0.18317915079728428,0.3425070822048733,0.28720590054909045,0.027295938121381282,0.05104691105433619,0.06981453625010677,0.14983591672916707,0.3419527260932818,0.3600539717517268
17,230,-13.993853733235682,45.260409990263796,0.46482788440755207,34.32358480949731,0.025302360259716224,0.06018382685040993,0.08895418406527394,0.20826543840778158,0.27916309593993244,0.338131094476886,0.03412882899303372,0.0663401352936597,0.08974266528390709,0.16398564106799882,0.3336801223628333,0.31212260699856753
18,240,-13.947694798828126,44.4581226515033,0.5786896270507813,34.52070931085524,0.024409827858194132,0.06491817248099244,0.08448796919218655,0.17606152302388556,0.3371499635969081,0.3129725438478332,0.03208996855022374,0.055882978423473964,0.08516362380507671,0.16085161721772018,0.33679412608837567,0.3292176859151297
19,250,-13.849990961555989,45.28031855671671,0.5706649400065104,34.827398399231406,0.026245110291945522,0.07019638706066685,0.09450963659198122,0.1882657489735875,0.35829499239435,0.2624881246874689,0.03624597709988626,0.07205430155631014,0.08889871720651266,0.1735234156601655,0.3240878396716712,0.3051897488054543
20,260,-13.816197965494792,44.5252866970569,0.4715427397135417,34.316886043055526,0.02595324326351392,0.06297324039466227,0.07734285564387017,0.17599740964109026,0.3309279179545336,0.3268053331023298,0.04176987367409741,0.08440688885362872,0.11658102902136218,0.18287727625789882,0.360596920872094,0.21376801132091883
21,270,-13.817381039322916,44.38789955806625,0.40335941129557273,33.39613560337608,0.02678293755913535,0.07053486873241058,0.09045968168397156,0.18800933013877097,0.3362013490324525,0.2880118328532591,0.043489977903333296,0.09000678971111639,0.14136343809106292,0.19077861148499645,0.34439413664059426,0.18996704616889667
22,280,-13.779051269954424,45.683909219243034,0.3035089743815105,34.08776181915159,0.025347281181506285,0.07924975411112523,0.1009563093784253,0.21779884602769023,0.3374465541323841,0.2392012551688688,0.03768909291295365,0.08421911395670093,0.12363390201436361,0.1878310371713236,0.38103312052490906,0.1855937334197492
23,290,-13.737386027734376,44.586503327697606,0.4970359923502607,32.66809666286839,0.023897615457036597,0.06916436779974089,0.08826680437964371,0.21002564540826243,0.35147201205404416,0.2571735549012722,0.03893252514325639,0.08980943581057604,0.11983846931106797,0.19817167067878633,0.3606002663636987,0.19264763269261467
24,300,-13.981269903841147,44.86575661629207,0.380441912532552,32.69472875491151,0.02136925797178738,0.07013879030824231,0.08313931997849358,0.18901611239377264,0.3322736082782365,0.30406291106946765,0.037083733046288314,0.08746395821275961,0.11199673182458399,0.19987261037931847,0.382848847546529,0.1807341189905206
25,310,-13.756319351399739,44.464577363823125,0.5078236704427085,31.838262088425356,0.023719699516165683,0.07156611211034196,0.10301937667682813,0.17374285374477036,0.3261696712186732,0.3017822867332208,0.04003211238534264,0.08840385108503164,0.11471231922710062,0.2016687267901103,0.3266976191144076,0.2284853713980072
26,320,-13.821292307910156,45.13308862254663,0.4902979395182292,31.60112487809342,0.023804213156669626,0.07525131077117737,0.08430462323721198,0.19728926188260476,0.3081610428802256,0.3111895480721106,0.040775377978624607,0.08012821401890648,0.12384026796401672,0.200046350204872,0.32841859701949916,0.22679119281408097
27,330,-14.020376790332032,45.34721949151083,0.46147998430989584,31.8749228416641,0.023750629105354113,0.07981168642437848,0.0825718237107646,0.20054909853813077,0.3218204874481722,0.29149627477319984,0.03660561324441312,0.075924945036197,0.09974251391298719,0.1674004753157461,0.3231108364919627,0.297215615998694
28,340,-13.826232552473957,44.85715673964516,0.6028241674479169,31.533375961066092,0.02095378970170205,0.07624584304819645,0.07742709335931271,0.15983317991746906,0.2745380706395745,0.39100202333374523,0.040667540158199705,0.08881400078398051,0.12048206355161896,0.16238472152718503,0.3012346800849532,0.28641699389406255
29,350,-14.093386032649741,48.418630426357915,2.0509976662109377,69.99436077959506,0.01539122771764326,0.04869399578187564,0.046577243368779386,0.12031727546922488,0.2565501060331019,0.5124701516293749,0.002359481003658181,0.004596593856706536,0.007647897453353843,0.012724464967467718,0.06379093938060983,0.9088806233382039
30,360,-13.77047398470052,49.502247645135505,1.5133941717122403,86.6082029969144,0.01621192263508081,0.05783651876342138,0.05152892359027704,0.14253067051246557,0.28172277204354534,0.45016919245520975,0.0014091672696280024,0.003207927925856363,0.005088748156500273,0.010077123678224624,0.06600334289668536,0.9142136900731054
31,370,-13.970500452376303,49.52737085376734,2.8660261740234376,87.67325301380535,0.01517963829693523,0.05931534029195143,0.05219335357252565,0.13450183320055956,0.3622933320039545,0.37651650263407366,0.001227103295170166,0.0028426752367141247,0.00441958786370804,0.010248736405570542,0.06425495518842726,0.9170069420104099
32,380,-14.008850105338542,49.204598971281435,1.887822125618491,88.49317535520935,0.014681509648341334,0.04801066239658926,0.05257107508208595,0.11440314881800592,0.29206683818434026,0.47826676587063727,0.0019784536042252816,0.004502447949761524,0.007124113678237815,0.016504449484668237,0.13050341885173797,0.8393871164313692
